city;id;type;otype;lat;lon;name;amenity;amenity_specification;amenity2
Munich;2739597195;node;1;48,2162766;11,5531791;Stanigplatz;bus_stop;stop_position;Bus stop
Munich;3192904758;node;1;48,1401469;11,5531625;M¸nchen Hauptbahnhof;station;station;Subway Station
Munich;4279906056;node;1;48,1617264;11,5531326;Infanteriestraﬂe;bicycle_rental;;Bicycle rental
Munich;1842043047;node;1;48,1123427;11,5526564;Sch‰ftlarnstraﬂe;bus_stop;stop_position;Bus stop
Munich;2739596985;node;1;48,204183;11,5526487;Gundermannstraﬂe;bus_stop;stop_position;Bus stop
Munich;4436084700;node;1;48,1072136;11,5524566;Flauchersteg;bicycle_rental;;Bicycle rental
Munich;2711021526;node;1;48,2081066;11,5524457;Hasenbergl S¸d;bus_stop;stop_position;Bus stop
Munich;2466673040;node;1;48,1911924;11,5524176;Lemgostraﬂe;bus_stop;;Bus stop
Munich;2730139994;node;1;48,1859995;11,5524107;Lerchenauer Straﬂe;bus_stop;stop_position;Bus stop
Munich;2739596997;node;1;48,2042021;11,5523899;Gundermannstraﬂe;bus_stop;stop_position;Bus stop
Munich;2744604947;node;1;48,2078469;11,5523678;Hasenbergl S¸d;bus_stop;stop_position;Bus stop
Munich;800598627;node;1;48,1197633;11,5523621;Groﬂmarkthalle;bus_stop;stop_position;Bus stop
Munich;2794931523;node;1;48,1197141;11,5523102;Groﬂmarkthalle;bus_stop;stop_position;Bus stop
Munich;2660347912;node;1;48,135672;11,5522316;Theresienwiese;station;station;Subway Station
Munich;3127932806;node;1;48,1633554;11,5521295;Olympiapark S¸d;tram_stop;;Tram stop
Munich;2730139987;node;1;48,185441;11,5520244;Lerchenauer Straﬂe;bus_stop;stop_position;Bus stop
Munich;4211897537;node;1;48,118228;11,5518826;STATTAUTO M¸nchen Station SDK;car_sharing;;Car Sharing
Munich;3929291620;node;1;48,1521211;11,5517591;STATTAUTO M¸nchen Station MG;car_sharing;;Car Sharing
Munich;2711021527;node;1;48,2083598;11,5517287;Hasenbergl S¸d;bus_stop;stop_position;Bus stop
Munich;3207960370;node;1;48,1390312;11,5516447;Hermann-Lingg-Straﬂe;tram_stop;;Tram stop
