"";"sensor_id";"sensor_type";"location";"lat";"lon";"timestamp";"P1";"P2";"P0"
"187";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 15:43:04;"4.80";"4.60";"1.80"
"188";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 15:48:07;"2.75";"2.75";"1.50"
"189";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 15:53:11;"6.20";"6.20";"3.60"
"190";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 15:58:14;"13.25";"11.00";"6.50"
"191";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 16:03:18;"16.20";"14.40";"7.20"
"192";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 16:08:21;"16.00";"14.00";"8.20"
"193";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 16:13:25;"18.60";"17.20";"9.80"
"194";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 16:18:28;"20.25";"16.75";"8.50"
"195";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 16:23:32;"16.00";"13.40";"7.80"
"196";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 16:28:35;"17.75";"15.50";"8.75"
"197";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 16:33:39;"17.40";"15.40";"10.60"
"198";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 16:38:42;"19.50";"15.75";"8.50"
"199";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 16:43:46;"17.60";"14.80";"8.60"
"200";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 16:48:49;"18.00";"15.75";"8.25"
"201";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 16:53:54;"17.60";"16.20";"8.60"
"202";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 16:58:57;"18.25";"12.00";"7.50"
"203";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 17:04:01;"14.20";"12.20";"7.20"
"204";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 17:09:05;"17.40";"15.40";"8.40"
"205";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 17:14:09;"17.20";"15.20";"7.00"
"206";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 17:19:12;"14.00";"11.50";"6.75"
"207";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 17:24:16;"15.20";"13.60";"7.40"
"208";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 17:29:20;"12.40";"10.00";"5.60"
"209";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 17:34:23;"14.00";"12.50";"6.75"
"210";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 17:39:27;"10.50";"10.50";"6.00"
"211";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 17:44:30;"13.75";"13.75";"8.00"
"212";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 17:49:34;"12.50";"12.00";"6.00"
"213";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 17:54:37;"11.80";"11.80";"5.60"
"214";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 17:59:41;"10.60";"8.60";"4.80"
"215";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 18:04:44;"11.50";"10.50";"5.50"
"216";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 18:09:48;"11.80";"9.20";"5.00"
"217";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 18:14:52;"9.40";"8.60";"5.00"
"218";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 18:19:55;"11.60";"10.80";"5.40"
"219";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 18:24:59;"12.00";"9.60";"5.80"
"220";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 18:30:03;"8.00";"7.40";"4.20"
"221";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 18:35:07;"7.20";"6.80";"4.80"
"222";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 18:40:11;"8.40";"6.80";"3.20"
"223";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 18:45:15;"8.40";"6.40";"4.00"
"224";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 18:50:19;"7.25";"7.25";"4.25"
"225";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 18:55:22;"7.40";"6.80";"3.20"
"226";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 19:00:26;"8.00";"6.00";"3.75"
"227";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 19:05:29;"9.80";"8.60";"4.20"
"228";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 19:10:33;"8.20";"7.00";"3.20"
"229";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 19:15:36;"8.25";"6.75";"3.00"
"230";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 19:20:40;"7.40";"6.80";"2.80"
"231";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 19:25:43;"8.75";"6.75";"3.75"
"232";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 19:30:47;"8.00";"5.60";"2.20"
"233";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 19:35:50;"6.50";"5.75";"3.00"
"234";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 19:40:54;"6.00";"4.00";"2.60"
"235";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 19:45:57;"5.25";"4.50";"1.75"
"236";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 19:51:01;"8.50";"6.50";"3.00"
"237";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 19:56:04;"4.25";"4.25";"2.75"
"238";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 20:01:08;"8.00";"6.00";"2.25"
"239";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 20:06:11;"7.20";"6.80";"3.00"
"240";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 20:11:15;"5.80";"4.60";"2.40"
"241";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 20:16:18;"6.75";"6.50";"3.25"
"242";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 20:21:22;"5.60";"5.00";"3.00"
"243";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 20:26:25;"4.40";"4.00";"1.80"
"244";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 20:31:29;"6.25";"5.25";"2.00"
"245";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 20:36:32;"4.25";"3.50";"1.00"
"246";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 20:41:36;"4.50";"4.50";"2.50"
"247";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 20:46:39;"6.25";"6.25";"2.75"
"248";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 20:51:43;"4.00";"4.00";"2.00"
"249";14880;"PMS7003";7533;"51.278";"12.588";2018-10-01 20:56:46;"5.50";"5.50";"2.75"
